xcoord	ycoord
-1375.70661579445	-1455.72034592889
-341.671385477948	-1442.12850596703
-221.114651282272	-1452.55222030287
98.2351959450764	-1426.72627670464
445.156745820088	-1425.20126753852
578.381732018938	-1449.06687888405
1352.5482626084	-1422.22309526008
-694.582341937256	-1426.15913785973
-437.345785684937	-1417.40984395544
908.6909965044	-1413.54981318868
-1355.04008551102	-1397.28769641412
614.777008615125	-1401.73340772945
-977.254947537954	-1367.84887910047
-1456.08305095466	-1407.92701508233
-281.177556834732	-1369.05296434514
304.613843616635	-1365.13170491101
-1287.56276121621	-1357.48436429746
-77.4500551534456	-1382.86845342904
718.240754164884	-1352.725803209
-1126.29553149191	-1345.96438411764
-1443.44278650314	-1299.04676264661
1060.99758380128	-1280.64784649997
-1240.56063823628	-1292.87906532704
951.515761891281	-1284.00049687604
-253.474762586635	-1250.88687888704
746.447939784017	-1261.25329014836
-396.457885454335	-1252.32218649757
1322.10148986639	-1252.92423534935
-138.041656530786	-1241.1622504209
595.281627746136	-1247.9990379507
-1400.46646840204	-1244.23420619506
389.3916536889	-1254.91247656498
1588.17711350123	-1212.23289168521
541.283060854972	-1217.12685851388
1683.30457146574	-1268.91280925982
435.18649911213	-1140.72933380837
210.337361392289	-1199.57871163954
-39.1332127805886	-1156.05496041644
-1364.31091029252	-1176.64834018584
-1062.58927689589	-1148.02452066916
974.429061033553	-1161.11968811625
1555.32016283083	-1147.80578908924
1320.71227282235	-1100.68717472072
-364.798464972243	-1085.78746326548
1605.85129766489	-1105.83498424785
-1313.14813938315	-1082.4572708252
1453.30652824912	-1056.14231808762
334.249910603259	-1040.40519536515
1135.19430100503	-1017.04795142714
-232.004289635173	-1004.99926446838
1681.73464608579	-1021.30854359501
524.587297661106	-983.055265096335
388.117983478704	-929.625081344548
-1270.80846013345	-985.89602078883
44.5202948645835	-985.20694162537
1636.21602751575	-986.691776401086
-487.111026518819	-993.134270245307
-102.85921174021	-941.400629634822
-1202.21472983102	-926.307690770457
1541.97781024395	-849.847403582795
139.530930538958	-879.247671389777
-563.8616958959	-939.055287186467
684.018664230768	-875.547168599108
-234.69292339495	-824.734808431112
486.731250677605	-817.027894127702
1652.21169653327	-828.518130704275
-419.566292050045	-807.445283679636
-1419.20679210119	-782.388089000077
-26.748327384408	-801.157752880287
-147.825409426778	-779.714391551402
-550.236687036013	-766.003930999553
82.632761618728	-776.255801402595
144.559106615868	-747.202268317935
1196.24718401999	-703.776032824236
438.651827708583	-684.738034964242
-1004.68686169392	-676.968072560185
45.6116252651807	-641.70537386366
1489.74874314717	-617.869026893474
1595.19844870006	-609.178751389503
-857.231977643565	-620.101133541936
-1164.50676744414	-628.017218784542
-336.115203023345	-596.342760738628
-157.55450573685	-590.983178128106
151.732359033376	-582.067885536185
297.654537475277	-523.904974950806
-1043.2973006615	-517.052007042802
403.449842401101	-525.310190265845
-29.6699337531936	-484.739736604368
1188.67537315667	-502.310542882825
-1301.20086446067	-458.068191896026
797.297422615361	-504.004881139142
-290.349582606775	-443.506924920689
45.4205757844916	-431.852496958531
1033.43391296499	-428.704948728663
1661.14374335078	-443.395380788248
-861.033597128523	-385.266262940776
-161.4200988131	-364.233980959924
-1207.40115559482	-354.265109913605
1525.99808407958	-361.129572874445
312.477678718534	-302.189519767658
1021.50049149196	-309.969038603099
-1020.82677771229	-328.544439777088
-292.481880296806	-273.260252055116
77.2985049009201	-308.085778689197
-132.160574745697	-253.485883394282
1662.82841545292	-188.942596650998
-795.962005401527	-205.654098171232
-469.809935833426	-203.911624466421
-1291.94565385709	-159.380550378191
1072.0730159426	-194.578714212498
-1375.29609801143	-184.599298754217
1320.81056456869	-153.542679989899
80.9918681727347	-155.859652426549
1168.69818586436	-166.208549906839
-578.92552254205	-99.6053947176515
-870.121384618205	-92.7767516406425
-459.02515089025	-83.5514315103367
-715.793603788313	-91.2833110881845
-409.387781488709	-58.5010802211516
1673.35294431407	-23.0707957711402
80.3769446323759	47.2553503813174
-233.400977987754	-10.2644602482844
988.042797390162	-9.62727369490972
-801.788445984534	1.24136335948674
1151.47016895933	-1.99145603459397
1445.88900910803	46.7565302107812
-1344.95572062996	27.5472602022116
-1471.65810230036	31.0997044061126
1570.15326635525	64.3414325228275
-1135.10819949986	72.4327878799752
-632.622154282853	92.0845942062354
296.955427531342	73.0097982713853
-530.597765596625	85.6699716886817
716.75780046278	155.065042595351
372.95851840288	124.906485510558
-791.63939211476	135.944474304807
1273.90686313802	136.841925471912
1652.13612575732	147.830961261116
-392.028200468663	149.778803940797
-257.106204949034	176.41131204278
1024.41025144615	172.019340002783
-1055.3227447955	183.345700968006
175.683266055627	197.674102147439
-766.671763103945	229.278533172597
-527.640319165571	221.679637127056
1208.05215391285	233.878566482106
-121.549299338297	267.128560517136
1053.37987633263	265.07218578439
-1434.46571823076	294.341278463895
-937.566423414251	322.108894907564
334.626552828358	338.538644204852
1593.75663922209	333.765605760636
1278.06414961195	327.527266742048
-344.669221226253	348.553276452397
1672.53894504504	358.124128023671
-461.030177613539	335.031808045335
-665.741140779486	352.686681577645
1454.35555061496	363.655730379507
419.816099656858	360.401264456979
24.0246771714385	353.567145459583
512.780546066887	372.442580916412
-1025.48538350271	404.546367762827
-595.269438269656	401.524979240254
-783.640951740628	442.522024881462
227.02251989614	468.399879696727
1017.93705607033	425.496215358103
-59.8664378167298	459.140922377758
634.295226859007	465.950093242301
134.458305948021	464.575450322312
791.891291477076	469.738270727716
-1445.4980987197	476.1938458473
460.590720472549	498.479680537431
1671.9137048279	521.228873196234
1259.52589388807	519.649835005408
-454.977720058488	525.822105211004
-1368.77510525328	507.680758799089
1139.706475635	531.674737341897
-1208.25483102908	526.447854061134
1600.9179570732	522.40429249991
-684.078582891633	528.703505395951
-874.350530369386	535.036692704874
87.0532087947968	543.642635769652
1527.01426334016	559.474779898955
-1090.97240839465	555.390369291253
-369.326921491593	578.024384382285
-19.36092080149	554.630758743964
528.563014299763	591.93783948197
-162.471110082262	599.476682888646
1566.30160870459	617.325075935928
629.61627010688	598.686416408768
286.533063256571	616.113631584605
-761.518423991618	632.986802500566
1229.51819595569	648.428672352005
-1004.16834337728	664.254103670622
-1397.38404039731	628.496776885745
1336.47459643584	674.130492078556
-1152.1723030382	671.930351086528
-1337.7213634401	688.847073985666
-636.923346239621	680.850673219725
-303.340519470546	675.16032555629
-365.154108556676	667.299177379942
-229.820071369432	749.057516487113
181.461799431516	752.70798407037
1624.72833710489	723.243380903198
-65.1456645269639	748.084707027334
-1271.7998621727	749.321754623125
351.843461753048	774.771046483779
-1440.5121521399	790.477596137081
1506.77302492808	765.056345239913
-765.055133548641	830.669785718214
-863.034983888031	780.303685566546
591.728232861284	794.914927155604
727.586737485283	782.063498927253
409.191462338146	856.589583339254
-475.677308304969	847.854815034965
-373.285718681169	877.755330346563
-684.587653144648	878.802005430634
1141.16883285826	852.656738176326
1283.31487908873	913.052222072542
-216.379440123708	893.104205096626
-1285.18642102735	926.762837906704
-1012.83827211089	914.89477888173
1632.85474487538	912.828957562126
1421.4280082436	955.948535765815
958.861673453648	953.828478368275
-1102.99457821715	960.253841412024
254.474751488796	947.481073830005
1104.05777810931	976.273375862241
1531.10558665098	967.211996354244
499.729829211927	969.649322182453
1289.12855751839	996.452875398325
-886.666446184441	975.93812044616
643.461021791506	997.534470093367
407.832157900228	1024.38842303933
-1254.84158172691	1025.70293773446
548.082018601126	1029.43353806012
129.863581025615	1021.67818358565
-294.696083613284	1055.04040661923
-849.680630728966	1083.21057948012
228.020823108556	1104.21688209025
-413.627849885053	1084.83217271088
1539.07936528046	1115.19122701133
-125.925008130853	1120.54675155451
1456.53116301439	1112.57010549195
517.787717435478	1113.60342804775
1647.26954515097	1087.54365046327
-605.478734938749	1111.85748314021
765.038638494262	1111.22076627015
-1020.57557297368	1111.6310873943
626.979197359057	1148.92555558746
1246.39559570148	1136.10226829351
-836.016305588799	1179.24105880737
1340.92972148685	1167.921160848
274.22452449569	1177.39237028519
1113.58717863461	1170.45798483109
-1300.55599440528	1173.77484860566
801.772687810597	1191.63398575189
-263.687710146461	1161.86001383852
-976.969636858228	1204.39421103343
-1095.3640604294	1230.17046354373
-782.251709498076	1239.34439917251
901.844988240401	1233.05469620814
1361.05020985739	1280.36559929613
-134.925085092247	1224.71843962998
-466.56279471668	1303.28395449737
1515.66339037307	1265.22293607607
310.380633208799	1300.91685408323
-14.9951272591416	1294.40154829464
-1227.6709985719	1275.8804767133
962.478341318717	1313.89116315784
1123.48990388647	1301.29865213324
1657.88516003515	1338.69580772513
398.973283928317	1332.22228390561
1555.80893620664	1338.66575138806
701.050796985699	1335.25935699491
-1420.41961924847	1334.28767326164
110.713690561543	1369.95260249013
542.966959611251	1335.73626909138
-1009.11214283276	1335.86744605137
804.587243268028	1372.37848825502
-384.021740372931	1382.56053740371
1160.45879358866	1353.31633308723
-211.306323795506	1385.23631663301
1417.50089950043	1395.50052943258
1249.87368662709	1406.22317255856
-801.305156424978	1399.09206350097
-1370.04277661318	1430.17316222264
194.626284819668	1443.35439907451
-1230.7523146845	1427.40109827769
-1014.15007453645	1440.37729899972
-659.751260984365	1456.25777639598
408.231062168401	1470.70851309963
929.676103464675	1478.70974678365
269.01664824375	1490.83393672127
-430.664875419412	1512.39052896808
