xcoord	ycoord
-1405.16215243552	-1444.96441215045
1.52749125778382	-1434.63725387383
278.222805188366	-1457.51142773739
634.878362709866	-1436.56597843556
818.295447814375	-1441.3328262822
1365.44731172208	-1450.76898122239
927.737251435316	-1425.05355764761
-1087.3907720196	-1422.31456518391
-808.822184601689	-1447.64013946159
409.93201781178	-1416.9041077832
1597.88070895964	-1398.40960508774
-933.815905624009	-1399.35464599819
190.624886758198	-1401.0877172743
-1393.72694052281	-1385.64633052831
-699.441758805955	-1402.11813186774
-250.08368985758	-1383.36849529419
1306.59936893464	-1354.89868241071
531.784391708143	-1378.30220721837
-164.805908543529	-1344.38565785289
1425.5245912948	-1323.0730585207
-424.526062749753	-1330.56136673053
762.916365255471	-1316.82850439552
-847.312541897121	-1282.9566877208
190.117131473652	-1305.18208394205
876.941322736054	-1298.55158666612
1007.57581027799	-1277.31183615482
666.480765928205	-1267.97046112404
-279.662994739945	-1259.62763774798
534.129381781891	-1260.39181853987
47.4791074755612	-1276.69471843306
178.517950448236	-1216.7576905168
-443.886922499702	-1210.68879163551
1675.8447977763	-1258.60488836772
1472.13012097417	-1204.75132367314
839.926148689675	-1193.55869615915
-598.008618072206	-1183.92668493781
1320.37917352136	-1190.38471276649
-310.205948351619	-1160.49034421936
1647.41373378558	-1118.71510277801
656.648729197091	-1159.23080565301
-472.778193258084	-1120.91081490381
-21.2478688810058	-1141.72386059833
1053.65882491921	-1113.71935888874
1540.0478615872	-1103.16892195968
286.706277882769	-1124.55789287883
875.015525412668	-1095.90142318134
-620.505232847913	-1104.40056585349
1406.12254874833	-1085.74764706771
-740.902133782507	-1120.26301537122
969.491215415936	-1079.13300261467
640.639660631057	-1050.53147310581
116.813976028541	-1062.91379443218
1.64817496656201	-1048.23303498316
-185.831775830571	-1040.89880422056
1484.23619188906	-998.128549272098
-393.268153439345	-1019.6972810699
849.156334610632	-988.452467110711
1037.38782692522	-985.294611459988
-496.497242252042	-995.287968839963
172.029506931728	-987.996424298285
-689.732860287221	-927.169152085477
1148.09778423955	-949.369917128784
393.126606306087	-943.325010046487
-348.397877537884	-941.588016763412
-50.4882946444009	-938.425134795746
1618.52949453635	-938.430366442592
798.269099300886	-917.062505551367
-1052.82092624718	-910.371541969513
-192.170688483541	-910.04072402476
1532.2787402168	-890.320996601776
534.586665926436	-880.0833088489
-454.531209122903	-868.54055591174
61.0310580007683	-866.053876368853
-828.335823738379	-857.472710008322
-358.925638157171	-834.661543863073
339.169530869296	-858.89569391193
1438.08080104263	-857.015609463023
213.967202469293	-852.135017634896
1660.91758342686	-890.792294623022
763.688570162209	-839.992489491126
931.317108485821	-831.801118851056
1370.58517174082	-815.806475274521
1257.02272598854	-836.488617878607
-217.216110233026	-848.177704392684
1066.90971587205	-821.342089760007
-1135.36916326659	-794.743250751153
-82.4936726849994	-821.637972894872
685.34141534776	-766.783059863555
1526.17103093349	-772.711514020401
-971.177241887287	-773.36712519793
-207.997276166049	-753.466886059661
880.105728289225	-740.615648089856
526.68947055117	-722.952382950963
392.814702546158	-748.998351035824
-457.348605721633	-750.13419131362
1182.71940137909	-731.631147693444
-101.343791149479	-701.786392740077
976.572676974709	-720.423773616771
70.5526218288981	-708.596965612599
1484.15301907666	-724.309400593051
213.189155904875	-716.216455131637
1321.6177692078	-675.755726179315
1635.99975106773	-714.090355514369
-867.002007263982	-711.050372007954
767.751468250136	-681.176877687357
318.377261242766	-695.580575501754
-1051.53944699897	-691.749145020361
-278.208521097325	-673.188188032809
-648.490897806628	-694.543635950108
1496.79017729967	-680.169608584977
-1225.85053689012	-644.999036709599
1233.60076346296	-640.931971298806
587.337490460483	-627.80671956481
1078.62065838267	-642.373967325511
-764.090987496854	-663.135897398565
-20.272887767238	-633.671811713042
1451.19103042777	-609.380625702054
-338.755859325958	-611.128900032497
1670.47959317139	-605.20253999958
-1427.04165129726	-620.487776316612
-951.333879293818	-610.504613543223
868.556023348292	-611.841101218371
171.1480088725	-601.843366700132
-1077.15225700946	-604.997883318652
-1169.75941853158	-533.229015008156
-859.116903258277	-578.907718135343
447.185398656966	-580.312887399495
292.293240507725	-589.75565352468
675.384170075031	-563.727497154814
1586.90896558739	-577.984272342266
-123.209886662477	-525.732575451244
1284.64609405269	-542.4471540096
-51.3384435357018	-516.822110101151
-221.219055836106	-542.125004132896
885.845605971319	-522.404816665966
986.380728157026	-539.674355208329
1139.85714448177	-525.293202616957
404.077482456553	-510.425188193334
-468.627977950897	-538.309748367271
1599.72370085477	-516.154045766454
-2.06183091714252	-502.405386740769
751.990341248137	-481.94089644656
125.397008447311	-507.456117057618
532.757239207069	-487.558517300785
1493.07507714839	-495.174797552161
293.459655734949	-452.250642983032
1670.09971313851	-432.659146020642
-647.356804042705	-475.205812927024
866.446446029899	-434.033370449572
-252.365371195129	-443.670973359105
1124.74526618202	-427.031881110474
666.54342157518	-422.727958415478
547.516952045584	-402.113350017316
1345.51498824143	-407.348035703231
-404.358646992343	-371.394355697336
969.586694861687	-399.204179726454
417.09777262727	-389.199087521514
108.58391011604	-395.143289016783
-742.883431203534	-351.92109627686
1260.30468809246	-371.981993313561
1535.64566045273	-370.946294612258
30.7852444217376	-385.401549831764
-1087.05248340597	-376.791937356125
-157.706964112054	-376.844824696254
177.979266384733	-321.244258460164
676.821964827848	-351.066531553563
1015.54846523698	-333.278400880424
830.03642017352	-321.330230773312
1204.36849416274	-326.719951949508
1454.8061396796	-340.28941883557
348.272096100929	-308.075553348581
-538.018261150459	-247.692706957213
594.221108401557	-288.580282017934
9.91163542233085	-280.846665557622
741.504277199322	-238.810308063256
1063.45109998993	-253.871231449825
-191.003132013148	-255.737945985048
1180.16367296749	-230.660921601902
1470.23099256963	-254.605393238453
366.786397778298	-242.87210454678
-1379.67109352096	-215.339704103759
-34.8653935919729	-207.477292614687
1024.75612842834	-176.301254379537
480.886529233554	-204.448102205728
1331.13650213944	-184.131998137764
1638.35857968751	-203.962939467571
-266.743905930339	-197.257964455367
133.286575767172	-157.388046262096
593.717020952269	-127.351251869442
213.944008020834	-154.340439285135
919.421519834535	-156.840206515757
456.591663105069	-116.06036335945
71.8907717873558	-117.281228445861
1482.6028442438	-83.1820254786296
1677.75010903946	-118.007279210638
366.185365988876	-105.306000847072
-53.927751488972	-101.764588566321
1177.15811804784	-54.7171810727873
739.43887672068	-59.4414017779977
883.833571465683	-41.7912224092477
131.686687068351	-19.6942697567927
-174.278266017683	-29.9713573419906
307.335868080327	-14.582112530941
1604.03277140663	-5.92528877933205
1681.61721985399	-13.8406264247517
1007.80392840245	16.4074451678862
1268.98745878367	23.842899975263
523.217917459067	45.6793383841691
-2.3028350198631	16.6960959061475
1437.04229517619	36.7683487713109
355.548658626003	29.4273277805682
750.555029349794	86.2520715196799
1678.00263273792	100.85530627034
136.842396123623	100.087442100852
1091.7192071125	167.498965358961
1634.08538926246	189.477332709717
1241.19936211945	201.048652340726
921.811068026954	234.904999389474
1542.90873269003	260.857240684179
-1365.17963689585	232.573555458222
632.584807696338	259.870205960059
287.584184865286	272.691424833875
-999.51993308542	330.219788582631
67.9547573908947	265.408800134712
-1142.8363785279	307.464077515252
481.961804250727	338.15390091552
-40.4629723542555	309.138683869229
207.031364947956	391.330060443909
654.042080326628	400.625460871234
-1084.29129085995	444.289936093917
792.374246885496	431.375577138858
-714.419777667718	433.739956459812
-1223.9040293335	451.866260781344
-1300.77239055756	434.927326766737
390.099177096473	494.76661681131
73.7847501552415	482.531246561742
1076.24826859718	503.466853204399
-203.838381680344	485.388281350258
-931.924420709357	519.325213454083
551.344604022124	541.206614597917
1272.02029106204	547.537765373369
235.774671058259	548.672121717471
1475.91554157592	554.561656082543
-1345.12388567174	568.843210955428
892.474516130224	577.609194208987
-393.615485422985	598.770535789082
101.563166989048	604.409014657039
1442.61148978507	629.656118209519
1109.9938582464	624.998216908356
-1445.03208050907	623.532329483492
-20.4428485149772	621.956741161055
1252.11141136526	644.168313780297
-812.214219082662	652.218144268206
1015.65836232456	663.679045312276
781.583197652762	668.270774515214
334.366956219418	667.979893345407
648.99689375451	695.108311757625
-102.31121206147	672.934334700791
-1352.85440700964	676.825258105559
85.7949321960193	693.158425263151
-314.202119818088	714.386498304352
-1077.60457752442	688.96115085631
-949.242143793484	744.601221007658
1356.76866488568	730.922888373056
1187.23432935094	744.719101714909
912.990136076831	744.65855407418
-210.38098229193	764.046649631804
281.024521590411	745.892445021007
-1439.36970120981	771.789441806894
147.881718091377	785.165144893345
1038.0494933286	803.423975440752
-772.408008542835	819.547089207358
-613.689212434222	821.171882665618
876.204777060044	830.656609606051
258.643540675459	843.891856374438
572.763083529822	842.662778469945
771.103697516901	870.66088070406
-1281.95232745171	845.715735258355
1323.72849907133	846.250929209504
1151.73573931323	872.960787293546
1486.45449032584	898.824354707817
965.297355824736	896.914070543451
-985.968272409759	899.914733361623
1615.68268405766	912.473469243815
-224.239583162168	920.337724854422
1279.8041401231	906.809914169319
-93.8806992873558	911.620179217013
-909.360346384694	947.618065531261
1068.77924438384	963.77219027074
297.437846562104	955.77476124737
1669.58018197717	947.637562234048
-522.576140768716	943.689897717283
636.147989918038	962.553176382606
-674.687668649369	881.661041322663
922.121817957745	975.826840847141
-613.043149520032	992.978560703526
-1069.18025037013	997.35140242807
-439.412145401677	914.568057487433
-1387.24228913867	975.581112558556
1208.17711303306	980.435025120034
-322.482200001914	1033.88167447105
-788.514959430885	1006.99187474356
-80.5065405510034	1032.45364758546
-1257.69002537324	1053.69254848014
